orf_senate_type_law_desc;Laws governing the protections afforded to senators and the character of their electorates.;;;;;;;;;;;;;x
orf_senate_type_law_0;Royal Prerogative;;;;;;;;;;;;;x
orf_senate_type_law_0_option;Royal;;;;;;;;;;;;;x
orf_senate_type_law_0_desc;The ruler has the prerogative to dismiss senators for any reason.;;;;;;;;;;;;;x
TOOLTIP_orf_senate_type_law_0;Senators serve at the leisure of their liege and can be removed.;;;;;;;;;;;;;x
orf_senate_type_law_1;Protected Senators;;;;;;;;;;;;;x
orf_senate_type_law_1_option;Protected;;;;;;;;;;;;;x
orf_senate_type_law_1_desc;The nobility has the right to elect representatives to the Senate who cannot be removed from office without their express consent.;;;;;;;;;;;;;x
TOOLTIP_orf_senate_type_law_1;Elected Senators serve on behalf of the vassals and cannot be arbitrarily removed from their position.;;;;;;;;;;;;;x
orf_senate_type_law_2;Open Senate;;;;;;;;;;;;;x
orf_senate_type_law_2_option;Open;;;;;;;;;;;;;x
orf_senate_type_law_2_desc;A radical system where nonfeudal vassals, merchants and church leaders, can run for Senate. Senators however are still elected only by the nobility.;;;;;;;;;;;;;x
TOOLTIP_orf_senate_type_law_2;Nonfeudal vassals may run for Senate. Senators remained chosen and dismissed by nobles alone.;;;;;;;;;;;;;x

range_privileges_trade;Range Travel Restrictions;;;;;;;;;;;;;x
range_privileges_trade_desc;Because nobles traditionally hold the exclusive right to range their cattle on the rangeland and defend that right by any means necessary, the right to free and safe travel of merchants between settlements has never been expected.;;;;;;;;;;;;;x
range_privileges_trade_0;Range Travel Allowed;;;;;;;;;;;;;x
range_privileges_trade_0_option;Allowed;;;;;;;;;;;;;x
range_privileges_trade_0_desc;Merchants may travel the range but must pay a fine for any grazing done by their pack animals or cattle.;;;;;;;;;;;;;x
range_privileges_trade_1;Restricted Range Traveling;;;;;;;;;;;;;x
range_privileges_trade_1_option;Restricted;;;;;;;;;;;;;x
range_privileges_trade_1_desc;The nobility is the only group allowed to freely traverse the range. Merchants and any other travelers must request documents from nobles for safe passage — an arduous task considering the jealousy with which the nobility holds their grazing rights. As a consequence of the range being constantly guarded, range soliders are more experienced in realms that restrict travel.;;;;;;;;;;;;;x

range_privileges_church;Range Temple Grazing;;;;;;;;;;;;;x
range_privileges_church_desc;Although many places of worship receive tithes or other forms of support from devoted landsmen, many holy men have sought the right to graze cattle on the range for supplementary incomes, intruding on the nobility's exclusive grazing rights.;;;;;;;;;;;;;x
range_privileges_church_0;Church Grazing Allowed;;;;;;;;;;;;;x
range_privileges_church_0_option;Allowed;;;;;;;;;;;;;x
range_privileges_church_0_desc;The clergy may graze their animals on the range.;;;;;;;;;;;;;x
range_privileges_church_1;Church Grazing Prohibited;;;;;;;;;;;;;x
range_privileges_church_1_option;Prohibited;;;;;;;;;;;;;x
range_privileges_church_1_desc;The clergy is completely prohibited from interfering with the nobles' exclusive grazing rights.;;;;;;;;;;;;;x

open_range_feudalism_government;Open Range Feudalism;;;;;;;;;;;;;x
open_range_feudalism_government_desc;Open Range Feudalism operates similarly to normal feudalism, although the economics of the praire has resulted in an entirely different relationship between rulers and their vassals. Nobles make their profits through cattle ranching and exchange services to their lord for exclusive grazing rights. A special building in the provincial capital represents the expanse of the grazable range in a certain province, which is determined by the number of empty holdings. Additionally, the freedom of the range has bred an independence streak into the nobility and has caused an increased demand participation in governance. As a consequence, it is customary for Open Range rulers to maintain a Senate which may either be chosen by the ruler or elected by the nobles.;;;;;;;;;;;;;x
gov_open_range_feudalism_base;Range Autocracy;;;;;;;;;;;;;x
gov_americanist_open_range_feudalism_base;Range District;;;;;;;;;;;;;x
gov_open_range_feudalism_council;Reformed Autocracy;;;;;;;;;;;;;x
gov_americanist_open_range_feudalism_council;Reformed District;;;;;;;;;;;;;x
gov_open_range_feudalism_council_3;Senatorial Range Autocracy;;;;;;;;;;;;;x
gov_americanist_open_range_feudalism_council_3;Senatorial Military District;;;;;;;;;;;;;x
gov_open_range_feudalism_kingdom_monarchy;Republican Noble Autocracy;;;;;;;;;;;;;x
gov_americanist_open_range_kingdom_monarchy;Officer Commissariat;;;;;;;;;;;;;x
gov_open_range_feudalism_kingdom_royal_republic;Royalist Republic;;;;;;;;;;;;;x
gov_americanist_open_range_kingdom_royal_republic;Military Republic;;;;;;;;;;;;;x

title_senator_1;Senator;;;;;;;;;;;;;x
title_senator_2;Senator;;;;;;;;;;;;;x
title_senator_3;Senator;;;;;;;;;;;;;x
title_senator_4;Senator;;;;;;;;;;;;;x
title_senator_5;Senator;;;;;;;;;;;;;x
title_senator_6;Senator;;;;;;;;;;;;;x
title_senator_7;Senator;;;;;;;;;;;;;x
title_senator_8;Senator;;;;;;;;;;;;;x
title_senator_9;Senator;;;;;;;;;;;;;x
title_senator_10;Senator;;;;;;;;;;;;;x
title_senator_11;Senator;;;;;;;;;;;;;x
title_senator_12;Senator;;;;;;;;;;;;;x

open_range_1;Open Range;;;;;;;;;;;;;x
open_range_1_desc;With the lack of undeveloped range, this province is only able to provide a meager retinue of cowboys.;;;;;;;;;;;;;x
open_range_2;Open Range;;;;;;;;;;;;;x
open_range_2_desc;With just a plot of open range, this province provides a small retinue of cowboys.;;;;;;;;;;;;;x
open_range_3;Open Range;;;;;;;;;;;;;x
open_range_3_desc;A couple plots of range is enough for this province to supply a serviceable retinue of cowboys.;;;;;;;;;;;;;x
open_range_4;Open Range;;;;;;;;;;;;;x
open_range_4_desc;Three plots of open range in this province yields an impressive retinue of cowboys.;;;;;;;;;;;;;x
open_range_5;Open Range;;;;;;;;;;;;;x
open_range_5_desc;The majesty of the range in this province allows for a sizeable retinue of cowboys to be raised.;;;;;;;;;;;;;x
open_range_6;Open Range;;;;;;;;;;;;;x
open_range_6_desc;The wide open range in this province permits the gathering of a staggering retinue of cowboys.;;;;;;;;;;;;;x
open_range_7;Open Range;;;;;;;;;;;;;x
open_range_7_desc;The grand expanse of the range in this province means plenty of happy cattle and an astounding retinue of cowboys at the suzerain's disposal.;;;;;;;;;;;;;x
